epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
92,1019.84,0.62397,0.51628,1.26247,0.74074,0.99231,0.80633,0.64024,0.77332,0.69141,1.75444,0.0001982,0.0001982,0.0001982
93,1030.43,0.58031,0.47474,1.2121,0.74074,0.99231,0.80633,0.64024,0.77332,0.69141,1.75444,0.0001784,0.0001784,0.0001784
94,1040.57,0.61879,0.50604,1.25295,0.74937,0.99231,0.80033,0.63445,0.78305,0.70081,1.75551,0.0001586,0.0001586,0.0001586
95,1051.36,0.62888,0.51529,1.24927,0.74659,0.99231,0.78867,0.62251,0.79172,0.71218,1.7686,0.0001388,0.0001388,0.0001388
96,1062.06,0.60857,0.49124,1.20882,0.73972,0.99231,0.78063,0.61668,0.79313,0.71393,1.7801,0.000119,0.000119,0.000119
97,1071.96,0.63739,0.51851,1.20025,0.73972,0.99231,0.78063,0.61668,0.79313,0.71393,1.7801,9.92e-05,9.92e-05,9.92e-05
98,1082.79,0.61219,0.48826,1.22063,0.74268,0.99231,0.77609,0.61012,0.79178,0.71487,1.7914,7.94e-05,7.94e-05,7.94e-05
99,1093.41,0.60026,0.48667,1.21412,0.73891,0.99231,0.77763,0.61068,0.78627,0.71685,1.79472,5.96e-05,5.96e-05,5.96e-05
100,1103.69,0.62692,0.50465,1.22783,0.73366,0.99231,0.77762,0.61147,0.78359,0.7188,1.80168,3.98e-05,3.98e-05,3.98e-05
epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
